title,budget,year,revenue,ratio,rating,production_company,abstract,url
Secretariat,35000000,2010-08-20,60251371.0,0.58089964459066,7.681383,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Fast Track Productions', 'id': 22880}, {'name': 'Mayhem Pictures', 'id': 22881}]",Secretariat may refer to:,https://en.wikipedia.org/wiki/Secretariat
The Mothman Prophecies,32000000,2002-01-25,55157539.0,0.5801564134324412,8.50563,"[{'name': 'Lakeshore Entertainment', 'id': 126}]","The Mothman Prophecies is a 1975 book by John Keel.Keel, J.",https://en.wikipedia.org/wiki/The_Mothman_Prophecies
Space Chimps,37000000,2008-07-17,63800345.0,0.5799341680675865,6.212701999999999,"[{'name': 'Starz Media', 'id': 2659}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Odyssey Entertainment', 'id': 3539}, {'name': 'Studiopolis', 'id': 81138}, {'name': 'Vanguard Animation', 'id': 81139}]",| writer =,https://en.wikipedia.org/wiki/Space_Chimps
The Invention of Lying,18500000,2009-09-13,31912793.0,0.5797048224516106,7.087161,"[{'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wintergreen Productions', 'id': 11845}, {'name': 'Lynda Obst Productions', 'id': 13769}, {'name': '1821 Pictures', 'id': 14358}, {'name': 'Radar Pictures', 'id': 14718}]",| producer       =,https://en.wikipedia.org/wiki/The_Invention_of_Lying
Stigmata,29000000,1999-09-10,50041732.0,0.5795163125049309,9.304144,"[{'name': 'FGM Entertainment', 'id': 2347}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Stigma|stigmata (disambiguation)}},https://en.wikipedia.org/wiki/Stigmata
Adaptation.,19000000,2002-12-06,32801173.0,0.5792475775180357,11.624481,"[{'name': 'Beverly Detroit', 'id': 267}, {'name': 'Propaganda Films', 'id': 278}, {'name': 'Clinica Estetico', 'id': 1274}, {'name': 'Intermedia', 'id': 8856}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Magnet Productions', 'id': 23227}]",,
Captain Phillips,55000000,2013-10-10,95000000.0,0.5789473684210527,13.776067999999999,"[{'name': 'Columbia Pictures', 'id': 5}]",Captain Phillips may refer to:,https://en.wikipedia.org/wiki/Captain_Phillips
Our Idiot Brother,10000000,2011-08-26,17273593.0,0.5789183524238414,5.918193,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Likely Story', 'id': 1785}, {'name': 'Big Beach Films', 'id': 12808}, {'name': 'Yuk Films', 'id': 19749}]",| music          = Eric D. JohnsonNathan Larson,https://en.wikipedia.org/wiki/Our_Idiot_Brother
Crank: High Voltage,20000000,2009-04-16,34560577.0,0.5786940420583835,10.044642,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Radical Media', 'id': 11152}]",| writer = Neveldine & Taylor,https://en.wikipedia.org/wiki/Crank:_High_Voltage
G.I. Joe: The Rise of Cobra,175000000,2009-08-04,302469017.0,0.5785716558202059,11.787058,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Hasbro', 'id': 2598}, {'name': 'Kontsept Film Company', 'id': 76067}]",| screenplay     =,https://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra
The Matador,10000000,2005-05-12,17297244.0,0.578126781353145,3.8674720000000002,"[{'name': 'Miramax Films', 'id': 14}]",| runtime        = 96 minutes,https://en.wikipedia.org/wiki/The_Matador
Life,58000000,2017-03-22,100541806.0,0.576874459565606,36.263803,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Nvizage', 'id': 82925}]",Hadean - Present,https://en.wikipedia.org/wiki/Life
The Saint,68000000,1997-04-03,118063304.0,0.5759621973648984,10.97633,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Rysher Entertainment', 'id': 11661}]",The Saint may refer to:,https://en.wikipedia.org/wiki/The_Saint
Brooklyn's Finest,17000000,2009-01-16,29536299.0,0.5755629708380187,12.50422,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Langley Productions', 'id': 2435}, {'name': 'Thunder Road Productions', 'id': 4654}, {'name': 'Fuqua Films', 'id': 8151}, {'name': 'Millennium Films', 'id': 10254}]",| writer         = Michael C. Martin,https://en.wikipedia.org/wiki/Brooklyn%27s_Finest
Under Siege 2: Dark Territory,60000000,1995-07-13,104324083.0,0.5751308640786231,7.490247,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Seagal/Nasso Productions', 'id': 17825}, {'name': 'Victor Company of Japan (JVC)', 'id': 21480}, {'name': 'Cutting Edge Films', 'id': 63906}]",| starring       =,https://en.wikipedia.org/wiki/Under_Siege_2:_Dark_Territory
The American President,62000000,1995-11-17,107879496.0,0.5747153286663482,6.318445,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]",| music          = Marc Shaiman,https://en.wikipedia.org/wiki/The_American_President
The Fisher King,24000000,1991-09-09,41895491.0,0.572854009516203,11.184385,"[{'name': 'TriStar Pictures', 'id': 559}]",| writer         = Richard LaGravenese,https://en.wikipedia.org/wiki/The_Fisher_King
Reality Bites,11500000,1994-02-18,20079850.0,0.572713441584474,6.5145919999999995,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jersey Films', 'id': 216}]",| music          = Karl Wallinger,https://en.wikipedia.org/wiki/Reality_Bites
The World According to Garp,17000000,1982-08-13,29712172.0,0.5721560847184111,5.036929,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Pan Arts', 'id': 8792}]","The World According to Garp is John Irving's fourth novel, about a man, born out of wedlock to a feminist leader, who grows up to be a writer. Published in 1978, the book was a bestseller for several years.",https://en.wikipedia.org/wiki/The_World_According_to_Garp
The Walk,35000000,2015-09-30,61181942.0,0.5720642211716653,9.425787,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'ImageMovers', 'id': 11395}]",The Walk may refer to:,https://en.wikipedia.org/wiki/The_Walk
In the Land of Women,10000000,2007-04-16,17500000.0,0.5714285714285714,9.351275999999999,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Land Films Inc.', 'id': 3323}, {'name': 'Anonymous Content', 'id': 10039}]",| runtime        = 98 minutes,https://en.wikipedia.org/wiki/In_the_Land_of_Women
Tea with Mussolini,12000000,1999-03-25,21001563.0,0.5713860439815837,3.094893,"[{'name': 'Medusa Produzione', 'id': 1702}, {'name': 'Cattleya', 'id': 10102}, {'name': 'Cineritmo', 'id': 10378}, {'name': 'Film and General Productions', 'id': 10379}]",| music = Stefano ArnaldiAlessio Vlad,https://en.wikipedia.org/wiki/Tea_with_Mussolini
RV,50000000,2006-04-28,87528173.0,0.5712446437103171,11.511424,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}, {'name': 'RV Camping Productions Ltd.', 'id': 93603}]",| airdate          =,https://en.wikipedia.org/wiki/WWRV
Joe Dirt,17700000,2001-04-10,30987695.0,0.5711944692885353,10.442468,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}]",| music          = Waddy Wachtel,https://en.wikipedia.org/wiki/Joe_Dirt
Legend of the Guardians: The Owls of Ga'Hoole,80000000,2010-07-10,140073390.0,0.5711291773548138,17.674048000000003,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Animal Logic', 'id': 8089}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",| based_on       =,https://en.wikipedia.org/wiki/Legend_of_the_Guardians:_The_Owls_of_Ga%27Hoole
Sarah's Key,10000000,2010-09-16,17511906.0,0.5710400683968953,6.0912239999999995,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Studio 37', 'id': 2577}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'France Télévision', 'id': 7454}, {'name': 'TF1 Droits Audiovisuels', 'id': 8350}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'Hugo Productions', 'id': 13855}, {'name': 'A Plus Image', 'id': 19959}]",| runtime        = 111 minutes,https://en.wikipedia.org/wiki/Sarah%27s_Key
Yves Saint Laurent,12000000,2014-01-08,21026290.0,0.5707140917394367,4.7262379999999995,"[{'name': 'SND', 'id': 2902}, {'name': 'WY Productions', 'id': 3304}, {'name': 'Hérodiade', 'id': 7673}, {'name': 'Umedia', 'id': 19037}, {'name': 'Vértigo Films', 'id': 69195}]",Yves Saint Laurent may refer to:,https://en.wikipedia.org/wiki/Yves_Saint_Laurent
God's Not Dead,17000000,2014-03-21,29789000.0,0.5706804525160294,6.097499,"[{'name': 'Pure Flix Entertainment', 'id': 6427}]",God's Not Dead may refer to:,https://en.wikipedia.org/wiki/God%27s_Not_Dead
Boomerang,40000000,1992-06-30,70100000.0,0.5706134094151213,6.506983,"[{'name': 'Paramount Pictures', 'id': 4}]","A boomerang is a thrown tool, typically constructed as a flat airfoil, that is designed to spin about an axis perpendicular to the direction of its flight. A returning boomerang is designed to return to the thrower.",https://en.wikipedia.org/wiki/Boomerang
Along Came a Spider,60000000,2001-04-06,105178561.0,0.5704584606362888,13.214068,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'AZL Productions KG', 'id': 902}, {'name': 'David Brown Productions', 'id': 903}, {'name': 'MFP Munich Film Partners', 'id': 904}, {'name': 'Phase 1 Productions', 'id': 905}, {'name': 'Revelations Entertainment', 'id': 906}]","""Along came a spider"" is a line from ""Little Miss Muffet"".",https://en.wikipedia.org/wiki/Along_Came_a_Spider
Gangster Squad,60000000,2013-01-10,105200903.0,0.5703373097472366,8.581558,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Langley Park Production', 'id': 8057}]",Gangster Squad can refer to:,https://en.wikipedia.org/wiki/Gangster_Squad
Surf's Up,85000000,2007-06-08,149044513.0,0.570299424575261,11.526339,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}]",Surf's Up may refer to:,https://en.wikipedia.org/wiki/Surf%27s_Up
Zack and Miri Make a Porno,24000000,2008-09-18,42105111.0,0.5700020598449438,6.449332,"[{'name': 'Blue Askew', 'id': 2599}, {'name': 'View Askew Productions', 'id': 16934}]",| music          = James L. Venable,https://en.wikipedia.org/wiki/Zack_and_Miri_Make_a_Porno
Big Fish,70000000,2003-12-25,122919055.0,0.5694804601288221,14.739982999999999,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'The Zanuck Company', 'id': 80}, {'name': 'Jinks/Cohen Company', 'id': 2721}, {'name': 'Tim Burton Productions', 'id': 8601}]",| starring       =,https://en.wikipedia.org/wiki/Big_Fish
Being John Malkovich,13000000,1999-09-30,22863596.0,0.5685894729770418,11.416319,"[{'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Propaganda Films', 'id': 278}, {'name': 'Single Cell Pictures', 'id': 279}]",| music          = Carter Burwell,https://en.wikipedia.org/wiki/Being_John_Malkovich
Sparkle,14000000,2012-08-17,24637469.0,0.5682401873341779,2.2438599999999997,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Stage 6 Films', 'id': 11341}, {'name': 'Akil Production Company', 'id': 11466}]",Sparkle may refer to:,https://en.wikipedia.org/wiki/Sparkle
Alice Through the Looking Glass,170000000,2016-05-25,299370084.0,0.5678590115904835,14.616079999999998,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Team Todd', 'id': 598}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Roth Films', 'id': 16314}, {'name': 'Legend3D', 'id': 37455}]",,
Stir of Echoes,12000000,1999-09-10,21133087.0,0.5678299625606046,5.875605999999999,"[{'name': 'Artisan Entertainment', 'id': 2188}]",| based_on       =,https://en.wikipedia.org/wiki/Stir_of_Echoes
The Three Musketeers,75000000,2011-08-31,132274484.0,0.567002778857939,6.303466,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Nouvelles Éditions de Films (NEF)', 'id': 753}, {'name': 'New Legacy', 'id': 939}, {'name': 'Constantin Film Produktion', 'id': 5755}]","The Three Musketeers ( ) is a historical adventure novel written in 1844 by French author Alexandre Dumas. It is in the swashbuckler genre, which has heroic, chivalrous swordsmen who fight for justice.",https://en.wikipedia.org/wiki/The_Three_Musketeers
Shanghai Knights,50000000,2003-02-06,88323487.0,0.5661008379345349,7.469778,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Birnbaum / Barber Productions', 'id': 58262}, {'name': 'Jackie Chan Films Limited', 'id': 58263}, {'name': 'All Knight Productions', 'id': 58264}]",| writer         = Alfred Gough Miles Millar,https://en.wikipedia.org/wiki/Shanghai_Knights
Just Like Heaven,58000000,2005-09-16,102854431.0,0.5639037563680654,8.351773,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'UIP', 'id': 135}, {'name': 'MacDonald/Parkes Productions', 'id': 384}]",Just like Heaven  may refer to:,https://en.wikipedia.org/wiki/Just_Like_Heaven
Postcards from the Edge,22000000,1990-09-12,39071603.0,0.563068784252338,2.5236549999999998,"[{'name': 'Columbia Pictures', 'id': 5}]",}},https://en.wikipedia.org/wiki/Postcards_from_the_Edge
Rat Race,48000000,2001-07-30,85498534.0,0.5614131348731664,12.330275,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Fireworks Pictures', 'id': 3857}, {'name': 'Alphaville Films', 'id': 11462}]",,
A Night at the Roxbury,17000000,1998-10-01,30331165.0,0.5604796254941081,12.480685000000001,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'SNL Studios', 'id': 2822}]",| narrator       =,https://en.wikipedia.org/wiki/A_Night_at_the_Roxbury
ParaNorman,60000000,2012-08-03,107139399.0,0.5600180751433933,10.425038,"[{'name': 'Focus Features', 'id': 10146}, {'name': 'Laika Entertainment', 'id': 11537}]",| producers =,https://en.wikipedia.org/wiki/ParaNorman
Singh Is Kinng,14000000,2008-01-01,25000000.0,0.56,1.369086,"[{'name': 'Reliance Entertainment', 'id': 7294}]",| language       = HindiPunjabi,https://en.wikipedia.org/wiki/Singh_Is_Kinng
Robin Hood: Men in Tights,20000000,1993-07-28,35739755.0,0.559600926195493,17.136672,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brooksfilms', 'id': 5612}]",| producer = Mel Brooks,https://en.wikipedia.org/wiki/Robin_Hood:_Men_in_Tights
Secret in Their Eyes,19500000,2015-10-14,34854990.0,0.5594607830901688,6.79115,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Gran Via Productions', 'id': 2605}, {'name': 'IM Global', 'id': 7437}, {'name': 'STX Entertainment', 'id': 47729}, {'name': 'Route One Entertainment', 'id': 80834}, {'name': 'Union Investment Partners', 'id': 88607}, {'name': 'SITE Productions', 'id': 88608}, {'name': ""Willie's Movies"", 'id': 88609}]",| screenplay = Billy Ray,https://en.wikipedia.org/wiki/Secret_in_Their_Eyes
Stranger Than Fiction,30000000,2006-09-09,53653224.0,0.5591462686380225,10.798092,"[{'name': 'Mandate Pictures', 'id': 771}, {'name': 'Three Strange Angels', 'id': 1973}]",,
The Physician,32000000,2013-12-25,57284237.0,0.5586178969268631,13.332386999999999,"[{'name': 'ARD Degeto Film', 'id': 10947}, {'name': 'UFA Cinema', 'id': 27392}, {'name': 'CinePostproduction', 'id': 32510}, {'name': 'Beta Cinema', 'id': 44113}, {'name': 'Pixomondo', 'id': 64893}, {'name': 'Cine Mobil', 'id': 64894}]",The Physician is a novel by Noah Gordon. It is about the life of a Christian English boy in the 11th century who journeys across Europe in order to study medicine among the Persians.,https://en.wikipedia.org/wiki/The_Physician
Hulk,137000000,2003-06-19,245360480.0,0.5583621290600671,15.422638000000001,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Valhalla Motion Pictures', 'id': 11533}, {'name': 'Marvel Enterprises', 'id': 19551}]",| species= Human mutate,https://en.wikipedia.org/wiki/Hulk
The Black Hole,20000000,1979-12-18,35841901.0,0.5580061169188543,7.499388000000001,"[{'name': 'Walt Disney Productions', 'id': 3166}]",,
Hot Tub Time Machine,36000000,2010-03-26,64572262.0,0.5575149280042258,11.967652000000001,"[{'name': 'United Artists', 'id': 60}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'New Crime Productions', 'id': 12886}]",| screenplay     =,https://en.wikipedia.org/wiki/Hot_Tub_Time_Machine
Payback,90000000,1999-02-05,161626121.0,0.5568406854236142,9.112008,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Icon Entertainment International', 'id': 4564}]",Payback may refer to:,https://en.wikipedia.org/wiki/Payback
The Three Musketeers,30000000,1993-11-11,53898845.0,0.5565981979762276,6.34785,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Caravan Pictures', 'id': 175}]","The Three Musketeers ( ) is a historical adventure novel written in 1844 by French author Alexandre Dumas. It is in the swashbuckler genre, which has heroic, chivalrous swordsmen who fight for justice.",https://en.wikipedia.org/wiki/The_Three_Musketeers
Be Cool,53000000,2005-03-04,95226116.0,0.5565700064885561,13.314232999999998,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Nina Saxon Film Design', 'id': 1693}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",| starring       =,https://en.wikipedia.org/wiki/Be_Cool
The Five-Year Engagement,30000000,2012-04-27,53909751.0,0.5564855975684251,12.84554,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Stoller Global Solutions', 'id': 23876}]",| writer         =,https://en.wikipedia.org/wiki/The_Five-Year_Engagement
Turbo: A Power Rangers Movie,10000000,1997-03-27,17979739.0,0.5561815997440229,5.436744999999999,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]",| producer       = Jonathan Tzachor,https://en.wikipedia.org/wiki/Turbo:_A_Power_Rangers_Movie
